area_norm,area_px,aspect,cls,h_norm,h_px,image,w_norm,w_px,x,y
0.029540061096,30974.999103799295,1.0114337206988966,0,0.170898,174.999552,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0004.png,0.172852,177.000448,0.13623,0.315918
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0004.png,0.163086,167.000064,0.191895,0.59082
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0004.png,0.125,128.0,0.5,0.499512
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0004.png,0.125,128.0,0.518555,0.661621
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0004.png,0.125977,129.000448,0.54541,0.779785
0.029540061096,30974.999103799295,1.0114337206988966,0,0.170898,174.999552,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.172852,177.000448,0.117676,0.152832
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.163086,167.000064,0.17334,0.427734
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.125,128.0,0.481445,0.336426
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.125,128.0,0.5,0.498535
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.125977,129.000448,0.526855,0.616699
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.125977,129.000448,0.565918,0.803223
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0005.png,0.125977,129.000448,0.592285,0.922363
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.163086,167.000064,0.145996,0.310547
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.125,128.0,0.454102,0.219238
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.125,128.0,0.472656,0.381348
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.125977,129.000448,0.499512,0.499512
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.125977,129.000448,0.538574,0.686035
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.125977,129.000448,0.564941,0.805176
0.006889291504000001,7223.945728098305,1.0238080725579353,0,0.082031,83.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0006.png,0.083984,85.999616,0.25,0.861328
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.163086,167.000064,0.10791,0.124023
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.125,128.0,0.43457,0.194824
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.125977,129.000448,0.461426,0.312988
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.125977,129.000448,0.500488,0.499512
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.125977,129.000448,0.526855,0.618652
0.006889291504000001,7223.945728098305,1.0238080725579353,0,0.082031,83.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.083984,85.999616,0.211914,0.674805
0.006890328064,7225.032640036864,1.0,0,0.083008,85.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0007.png,0.083008,85.000192,0.239746,0.809082
0.01674,17536.020480000003,0.9333930704898447,0,0.13392,137.00016000000002,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.125,128.0,0.408203,0.07478
0.016870839840000002,17673.082016071683,0.9406884707287932,0,0.13392,137.00016000000002,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.125977,129.000448,0.435059,0.19306
0.016870839840000002,17673.082016071683,0.9406884707287932,0,0.13392,137.00016000000002,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.125977,129.000448,0.474121,0.379765
0.016870839840000002,17673.082016071683,0.9406884707287932,0,0.13392,137.00016000000002,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.125977,129.000448,0.500488,0.499022
0.006896010224,7223.9293021716485,1.0228105856706167,0,0.082111,83.999553,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.083984,85.999616,0.185547,0.55523
0.006897051711999999,7225.020315009023,0.9990251417155099,0,0.083089,85.000047,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.083008,85.000192,0.213379,0.689638
0.006978146576,7309.971401981951,1.010771582279243,0,0.083089,85.000047,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0008.png,0.083984,85.999616,0.24707,0.849951
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.125977,129.000448,0.499512,0.498535
0.016977416382,17802.11136017203,0.9347832539364529,0,0.134766,138.000384,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.125977,129.000448,0.58252,0.865234
0.006889291504000001,7223.945728098305,1.0238080725579353,0,0.082031,83.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.083984,85.999616,0.091797,0.077148
0.006890328064,7225.032640036864,1.0,0,0.083008,85.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.083008,85.000192,0.119629,0.211426
0.0069713438720000005,7309.9838719262725,1.011757902852737,0,0.083008,85.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.083984,85.999616,0.15332,0.371582
0.0069713438720000005,7309.9838719262725,1.011757902852737,0,0.083008,85.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0009.png,0.083984,85.999616,0.219727,0.654785
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0010.png,0.125977,129.000448,0.41748,0.132324
0.016977416382,17802.11136017203,0.9347832539364529,0,0.134766,138.000384,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0010.png,0.125977,129.000448,0.500488,0.499023
0.0069713438720000005,7309.9838719262725,1.011757902852737,0,0.083008,85.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0010.png,0.083984,85.999616,0.137695,0.288574
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0011.png,0.125,128.0,0.5,0.499512
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0011.png,0.125977,129.000448,0.556152,0.784668
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0012.png,0.125,128.0,0.444336,0.213379
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0012.png,0.125977,129.000448,0.500488,0.498535
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0012.png,0.125977,129.000448,0.540527,0.706543
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0013.png,0.125977,129.000448,0.459473,0.290527
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-130_0013.png,0.125977,129.000448,0.499512,0.498535
0.061955598816,64965.15398408601,1.4319256951655706,0,0.208008,213.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-17_0001.png,0.297852,305.000448,0.500488,0.499512
0.029540061096,30974.999103799295,1.0114337206988966,0,0.170898,174.999552,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_C-17_0001.png,0.172852,177.000448,0.362793,0.827637
0.061955598816,64965.15398408601,1.4319256951655706,0,0.208008,213.000192,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0002.png,0.297852,305.000448,0.637207,0.171387
0.029540061096,30974.999103799295,1.0114337206988966,0,0.170898,174.999552,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0002.png,0.172852,177.000448,0.499512,0.499512
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0002.png,0.163086,167.000064,0.555176,0.774414
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0002.png,0.125,128.0,0.863281,0.683105
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0002.png,0.125,128.0,0.881836,0.845215
0.029540061096,30974.999103799295,1.0114337206988966,0,0.170898,174.999552,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.172852,177.000448,0.444824,0.224121
0.028667420166,30059.968767983617,0.9277794528418886,0,0.175781,179.999744,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.163086,167.000064,0.500488,0.499023
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.125,128.0,0.808594,0.407715
0.016723625,17535.991808,0.9343070058076524,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.125,128.0,0.827148,0.569824
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.125977,129.000448,0.854004,0.687988
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_KC-135_0003.png,0.125977,129.000448,0.893066,0.874512
0.016854336852999998,17673.053119971326,0.941609549365045,0,0.133789,136.999936,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/260_V-22_0014.png,0.125977,129.000448,0.749512,0.137207
